33000 ane;;;;;;;;
3000 ane;;;guerra olmecas;;;;;
83;San Pedro Sacatepéquez-Quetzaltenango;1701;Quetzaltenango;Guatemala;;14°50?00?N 91°31?00?O;;
84;Santiago Tejutla;1701;San Marcos;Guatemala;Lugar de Tintoreros;15°07?21?N 91°48?19?O;;
85;Santa Cruz Comitán;1701;San Marcos;Guatemala;;15°05?26?N 91°44?55?O;;
86;San Bartolomé Sipacapa;1701;San Marcos;Guatemala;río del primer día del mes;15°12?46?N 91°38?03?O;;
91;Chiquirichapa;1701;Quetzaltenango;Guatemala;el arroyo de las cigarras o chicharras;14°51?00?N 91°37?00?O;;
93;San Juan Ostuncalco;1701;Quetzaltenango;Guatemala;;14°52?10?N 91°37?16?O;;
96;Retalhuleu;1701;Retalhuleu;Guatemala;;14°32?07?N 91°40?42?O;;
97;Quetzaltenango;1710;Quetzaltenango;Guatemala;;14°50?00?N 91°31?00?O;;
93;San Juan Ostuncalco;1711;Quetzaltenango;Guatemala;;14°52?10?N 91°37?16?O;;
19;Palenque;1712;Palenque;Chiapas;;065;7065;
27;Moyos;1712;Sabanilla;Chiapas;;076;7076;
28;Tila;1712;Tila;Chiapas;;096;7096;
29;Tumbalá;1712;Tumbalá;Chiapas;;100;7100;
30;Huitiupán;1712;Huitiupán;Chiapas;;039;7039;
31;Petalcingo;1712;Tila;Chiapas;;096;7096;
32;Yajalón;1712;Yajalón;Chiapas;;109;7109;
33;Chilón;1712;Chilón;Chiapas;;031;7031;
34;Chalchihuitán;1712;Chalchihuitán;Chiapas;;022;7022;
35;Sitalá;1712;Sitalá;Chiapas;;082;7082;
36;Bachajón;1712;Chilón;Chiapas;;031;7031;
37;Chenalhó;1712;Chenalhó;Chiapas;;026;7026;
38;Tenango;1712;Ocosingo;Chiapas;;059;7059;
39;Sibacá;1712;Ocosingo;Chiapas;;059;7059;
40;Guaquitepec;1712;Chilón;Chiapas;;031;7031;
41;Cancuc;1712;San Juan Cancuc;Chiapas;;112;7112;
42;Chamula;1712;Chamula;Chiapas;;023;7023;
43;Tenejapa;1712;Tenejapa;Chiapas;;093;7093;
44;Teultepec;1712;Tenejapa;Chiapas;;093;7093;
45;Ocosingo;1712;Ocosingo;Chiapas;;059;7059;
46;Zinacantán;1712;Zinacantán;Chiapas;;111;7111;
48;Huixtán;1712;Huixtán;Chiapas;;038;7038;
49;Oxchuc;1712;Oxchuc;Chiapas;;064;704;
16;Cunduacán;1727;Cunduacán;Tabasco;;006;27006;
19;Palenque;1727;Palenque;Chiapas;;065;7065;
28;Tila;1727;Tila;Chiapas;;096;7096;
29;Tumbalá;1727;Tumbalá;Chiapas;;100;7100;
30;Huitiupán;1727;Huitiupán;Chiapas;;039;7039;
31;Petalcingo;1727;Tila;Chiapas;;096;7096;
40;Guaquitepec;1727;Chilón;Chiapas;;031;7031;
41;Cancuc;1727;San Juan Cancuc;Chiapas;;112;7112;
45;Ocosingo;1727;Ocosingo;Chiapas;;059;7059;
47;Ciudad Real-hoy San Cristóbal de las Casas;1730;San Cristóbal de las Casas;Chiapas;;078;7078;
75;Cobán;1735;Cobán;Guatemala;;15°30?00?N 90°20?00?O;;
76;San Pedro Carchá;1735;Alta Verapaz;Guatemala;;15°28?36?N 90°18?43?O;;
77;San Juan Chamelco;1735;Alta Verapaz;Guatemala;;15°25?32?N 90°19?35?O;;
100;San Miguel Totonicapán;1736;Totonicapán;Guatemala;atotonilco- en el lugar del agua caliente;14°54?39?N 91°21?38?O;;
104;Santa Catarina Ixtahuacán;1743;Sololá;Guatemala;Llanura para cultivar;14°48?00?N 91°22?00?O;;
62;San Pedro-Soloma;1744;Huehuetenango;Guatemala;Codorniz / estar sin sosiego;15°43?00?N 91°27?00?O;;
112;San Juan Comalapa;1744;Chimaltenango;Guatemala;Río de comales;14°44?00?N 90°53?00?O;;
125;Jocotán;1749;Chiquimula;Guatemala;;14°49?00?N 89°23?00?O;;
126;Camotán;1749;Chiquimula;Guatemala;;14°49?00?N 89°22?00?O;;
127;Quezaltepeque;1749;Chiquimula;Guatemala;;14°38?00?N 89°27?00?O;;
128;Esquipulas;1749;Chiquimula;Guatemala;;14°37?00?N 89°12?00?O;;
77;San Juan Chamelco;1751;Alta Verapaz;Guatemala;;15°25?32?N 90°19?35?O;;
114;San Pablo Rabinal;1751;Baja Verapaz;Guatemala;Lugar de la hija del señor;15°06?30?N 90°30?00?O;;
112;San Juan Comalapa;1755;Chimaltenango;Guatemala;Río de comales;14°44?00?N 90°53?00?O;;
109;San Francisco Tecpán;1759;Chimaltenango;Guatemala;mansión de los dioses/casa real;14°46?00?N 91°00?00?O;;
103;Santa Lucia Utatlán;1760;Sololá;Guatemala;Lugar donde abunda el bambú;14°46?00?N 91°16?00?O;;
1;Mérida;1761;Mérida;Yucatán;;050;31050;
4;Cisteil;1761;Yaxcabá;Yucatán;;104;31104;
5;Tiholop;1761;Yaxcabá;Yucatán;;104;31104;
6;Ekpez;1761;Tixcacalcupul;Yucatán;Expedz;092;31092;
8;Tixmhuac-Tixmeual;1761;Tixpéhual;Yucatán;;095;31095;
9;Tixhualahtún;1761;Tixhualactún;Yucatán;;102;31102;
10;Tinum;1761;Tinum;Yucatán;;091;31091;
11;Ichmul;1761;Chikindzonot;Yucatán;;022;31022;
119;Ciudad de Guatemala;1766;Ciudad de Guatemala;Guatemala;;14°37?22?N 90°31?53?O;;
103;Santa Lucia Utatlán;1771;Sololá;Guatemala;Lugar donde abunda el bambú;14°46?00?N 91°16?00?O;;
112;San Juan Comalapa;1774;Chimaltenango;Guatemala;Río de comales;14°44?00?N 90°53?00?O;;
124;Santiago Mataquescuintla;1774;Jalapa;Guatemala;Red para atrapar perros;14°32?01?N 90°11?02?O;;
74;Nebaj;1775;Quiche;Guatemala;Lugar donde nace el agua;15°24?30?N 91°08?50?O;;
123;San Agustín Acasaguastlán;1776;El Progreso;14°57?00?N 89°58?00?O;Lugar de garzas y torditos;14°57?00?N 89°58?00?O;;
51;San Bartolomé de los Llanos-hoy Venustiano Carranza;1778;Venustiano Carranza;Chiapas;;106;7106;
96;Retalhuleu;1782;Retalhuleu;Guatemala;;14°32?07?N 91°40?42?O;;
12;Peto;1783;Peto;Yucatán;;058;331058;
95;Santiago Momostenango;1785;Totonicapán;Guatemala;Murilla de ídolos;15°02?40?N 91°24?30?O;;
97;Quetzaltenango;1785;Quetzaltenango;Guatemala;;14°50?00?N 91°31?00?O;;
72;Santa Bárbara Totonicapán;1790;Huehuetenango;Guatemala;;15°19?00?N 91°37?00?O;;
113;San Martín Jilotepeque;1791;Chimaltenango;Guatemala;En el cerro de maíz tierno;14°46?59?N 90°47?39?O;;
74;Nebaj;1793;Quiche;Guatemala;Lugar donde nace el agua;15°24?30?N 91°08?50?O;;
108;Patzún;1796;Chimaltenango;Guatemala;En el cerro de maíz tierno;14°41?00?N 91°01?00?O;;
74;Nebaj;1798;Quiche;Guatemala;Lugar donde nace el agua;15°24?30?N 91°08?50?O;;
118;Sumpango;1799;Sacatepéquez;Guatemala;estantería para calaveras humanas dedicadas a los dioses;14°38?52?N 90°44?05?O;;
106;Santiago Atitlán;1800;Sololá;Guatemala;Entre aguas;14°38?00?N 91°14?00?O;;
108;Patzún;1801;Chimaltenango;Guatemala;En el cerro de maíz tierno;14°41?00?N 91°01?00?O;;
75;Cobán;1802;Cobán;Guatemala;;15°30?00?N 90°20?00?O;;
99;Salcajá;1802;Quetzaltenango;Guatemala;;14°53?00?N 91°27?00?O;;
101;Santa María Chiquimula;1802;Totonicapán;Guatemala;Jilguero;15°01?45?N 91°19?46?O;;
60;San Mateo Ixtatán;1803;Huehuetenango;Guatemala;chuj: juguete de cal;15°50?00?N 91°29?00?O;;
62;San Pedro-Soloma;1803;Huehuetenango;Guatemala;Codorniz / estar sin sosiego;15°43?00?N 91°27?00?O;;
73;Chiantla;1803;Huehuetenango;Guatemala;;15°21?24?N 91°27?24?O;;
75;Cobán;1803;Cobán;Guatemala;;15°30?00?N 90°20?00?O;;
76;San Pedro Carchá;1803;Alta Verapaz;Guatemala;;15°28?36?N 90°18?43?O;;
101;Santa María Chiquimula;1804;Totonicapán;Guatemala;Jilguero;15°01?45?N 91°19?46?O;;
83;San Pedro Sacatepéquez-Quetzaltenango;1805;Quetzaltenango;Guatemala;;14°50?00?N 91°31?00?O;;
97;Quetzaltenango;1807;Quetzaltenango;Guatemala;;14°50?00?N 91°31?00?O;;
79;Santa María Cahabón;1808;Alta Verapaz;Guatemala;;15°36?20?N 89°48?45?O;;
98;Santa Catarina Zunil;1811;Quetzaltenango;Guatemala;;14°47?01?N 91°29?04?O;;
107;San Miguel Sololá;1811;Sololá;Guatemala;;14°46?26?N 91°11?15?O;;
110;Patzicia;1811;Chimaltenango;Guatemala;;14°38?01?N 90°55?36?O;;
120;Santiago Sacatepéquez;1811;Sacatepéquez;Guatemala;en el cerro del pasto;14°39?11?N 90°39?09?O;;
95;Santiago Momostenango;1812;Totonicapán;Guatemala;Murilla de ídolos;15°02?40?N 91°24?30?O;;
112;San Juan Comalapa;1812;Chimaltenango;Guatemala;Río de comales;14°44?00?N 90°53?00?O;;
105;Chichicastenango;1813;Quiche;Guatemala;muralla de ortigas;14°56?39?N 91°06?38?O;;
111;Santa Ana Chimaltenango;1813;;Guatemala;;"14°40'07.0""N 90°49'00.0""O";;
80;Santa Ana Malacatán;1814;San Marcos;Guatemala;lugar junto a los malacates;14°54?00?N 92°02?59?O;;
100;San Miguel Totonicapán;1814;Totonicapán;Guatemala;atotonilco- en el lugar del agua caliente;14°54?39?N 91°21?38?O;;
104;Santa Catarina Ixtahuacán;1814;Sololá;Guatemala;Llanura para cultivar;14°48?00?N 91°22?00?O;;
80;Santa Ana Malacatán;1815;San Marcos;Guatemala;lugar junto a los malacates;14°54?00?N 92°02?59?O;;
90;San Martín Sacatepéquez;1815;Quetzaltenango;Guatemala;cerro cubierto de hierba;14°49?29?N 91°38?33?O;;
91;Chiquirichapa;1815;Quetzaltenango;Guatemala;el arroyo de las cigarras o chicharras;14°51?00?N 91°37?00?O;;
92;San Andrés Xecul;1815;Totonicapán;Guatemala;chamarra;14°54?00?N 91°29?00?O;;
93;San Juan Ostuncalco;1815;Quetzaltenango;Guatemala;;14°52?10?N 91°37?16?O;;
97;Quetzaltenango;1815;Quetzaltenango;Guatemala;;14°50?00?N 91°31?00?O;;
100;San Miguel Totonicapán;1818;Totonicapán;Guatemala;atotonilco- en el lugar del agua caliente;14°54?39?N 91°21?38?O;;
101;Santa María Chiquimula;1818;Totonicapán;Guatemala;Jilguero;15°01?45?N 91°19?46?O;;
89;San Andrés Sajcabajá;1819;Quiche;Guatemala;;15°10?32?N 90°56?30?O;;
101;Santa María Chiquimula;1819;Totonicapán;Guatemala;Jilguero;15°01?45?N 91°19?46?O;;
87;Sacapulas;1820;Quiche;Guatemala;Sacate desmenuzado;15°17?21?N 91°05?21?O;;
89;San Andrés Sajcabajá;1820;Quiche;Guatemala;;15°10?32?N 90°56?30?O;;
100;San Miguel Totonicapán;1820;Totonicapán;Guatemala;atotonilco- en el lugar del agua caliente;14°54?39?N 91°21?38?O;;
101;Santa María Chiquimula;1820;Totonicapán;Guatemala;Jilguero;15°01?45?N 91°19?46?O;;
102;San Cristóbal Totonicapán;1820;Totonicapán;Guatemala;En el lugar del agua caliente;14°55?11?N 91°26?24?O;;
59;Santo Domingo Xenacoj-Samayac;1821;;Guatemala;bajo el cerro de Nacoj;14°40?56?N 90°42?24?O;;
94;San Francisco el Alto;1821;Totonicapán;Guatemala;;14°57?N 91°27?O;;
110;Patzicia;1821;Chimaltenango;Guatemala;;14°38?01?N 90°55?36?O;;
115;Salamá;1821;Baja Verapaz;Guatemala;Tablas sobre el agua;15°06?12?N 90°16?00?O;;
124;Santiago Mataquescuintla;1824;Jalapa;Guatemala;red para atrapar perros;14°32?01?N 90°11?02?O;;
88;Rancho de Teja;1825;Totonicapán;Guatemala;;"14°52'00.0""N 91°16'00.0""O";;
102;San Cristóbal Totonicapán;s/f;Totonicapán;Guatemala;En el lugar del agua caliente;14°55?11?N 91°26?24?O;;
;;;;;;;;
revolución de 1910;;;;;;;;
;;;;;;;;
posrevolución mov campesinos;;;;;;;;
;;;;;;;;
movimientos y resistencias;;;;;;;;
;;;;;;;;
levantamientos siglo XX;;;;;;;;
;;;;;;;;
levantamientos siglo xxi;;;;;;;;
;;;;;;;;
;;;;fl;;;;
;;;;ostula;;;;
;;;;ezln;;;;
;;;;jaramillo;;;;
;;;;lucio;;;;
;;;;genaro;;;;
;;;;gámiz;;;;
;;;;liga;;;;
;;;;cherán;;;;
1957;;;;triqui;;;;
;;;;copala;;;;
;;;;oaxaca;;;;
;;;;istmo;;;;
;;;;aguas blancas;;;;
;;;;acteal;;;;
;;;;chavajeval;;;;
;;;;el bosque;;;;
;;;;bolonchán;;;;
;;;;;;;;
;;;;movimientos;;;;
;;;;ferrocarrileros;;;;
;;;;médicos;;;;
;;;;estudiantes;;;;
;;;;obreros;;;;
;;;;campesinos;;;;
;;;;pescadores;;;;

